"_col0","lifespan","objects"
"2017-04-08 00:00:00.000","51232.89256198347","1465"
"2016-06-05 00:00:00.000","407122.4542936288","1244"
"2017-04-09 00:00:00.000","122720.73913043478","1257"
"2016-06-17 00:00:00.000","247078.84105960265","519"
"2016-06-04 00:00:00.000","458309.3483870968","186"
"2015-05-23 00:00:00.000","312447.6666666667","217"
"2018-05-28 00:00:00.000",,"49"
"2018-03-12 00:00:00.000","43006.857142857145","16"
"2014-04-04 00:00:00.000","871803.6","5"
"2016-12-16 00:00:00.000","803689.2","86"
"2016-12-30 00:00:00.000",,"3"
"2016-12-23 00:00:00.000","469577.6666666667","24"
"2015-08-14 00:00:00.000","193860.0","1"
"2016-10-28 00:00:00.000","119.0","46"
"2017-10-14 00:00:00.000",,"1"
"2016-10-07 00:00:00.000","57316.0","2"
"2017-12-23 00:00:00.000",,"1"
"2017-02-14 00:00:00.000","306784.5714285714","181"
"2018-04-25 00:00:00.000","39547.5","65"
"2017-01-31 00:00:00.000","119242.66666666667","49"
"2015-04-27 00:00:00.000","372133.5396825397","121"
"2017-02-27 00:00:00.000","644158.0","45"
"2017-06-20 00:00:00.000","243832.33333333334","8"
"2018-05-01 00:00:00.000","138048.25","39"
"2017-03-06 00:00:00.000",,"3"
"2012-12-29 00:00:00.000","3623.0","1"
"2018-02-27 00:00:00.000",,"4"
"2015-12-04 00:00:00.000","442354.3333333333","6"
"2016-07-29 00:00:00.000","98023.0","1"
"2015-08-20 00:00:00.000","114179.5","5"
"2017-05-02 00:00:00.000","534911.3461538461","201"
"2015-05-09 00:00:00.000","912878.5451263537","467"
"2017-04-11 00:00:00.000","265444.1538461539","455"
"2016-06-20 00:00:00.000","385428.66346153844","289"
"2016-04-25 00:00:00.000","151565.4705882353","65"
"2016-05-15 00:00:00.000","307524.48148148146","226"
"2016-05-09 00:00:00.000","251183.49456521738","632"
"2017-06-13 00:00:00.000","552624.75","33"
"2016-07-10 00:00:00.000","609840.7142857143","79"
"2017-07-03 00:00:00.000","248814.5","60"
"2016-02-29 00:00:00.000","158379.22727272726","70"
"2016-02-16 00:00:00.000","499194.96428571426","50"
"2016-05-08 00:00:00.000","491081.5","44"
"2015-05-10 00:00:00.000","870317.6666666666","3"
"2018-04-18 00:00:00.000",,"19"
"2016-07-04 00:00:00.000","193274.0","4"
"2017-07-10 00:00:00.000","482716.0","2"
"2018-05-08 00:00:00.000",,"1"
"2013-08-05 00:00:00.000","1538319.1967213114","107"
"2016-12-21 00:00:00.000","201889.46341463414","513"
"2017-01-10 00:00:00.000","12900.266666666666","45"
"2016-01-11 00:00:00.000","251629.7191780822","183"
"2017-12-26 00:00:00.000",,"141"
"2017-12-14 00:00:00.000","296542.7","170"
"2013-08-12 00:00:00.000","1915365.16","30"
"2016-08-03 00:00:00.000","462783.2","89"
"2017-01-02 00:00:00.000","99956.47368421052","20"
"2015-08-04 00:00:00.000","223701.66666666666","9"
"2017-10-25 00:00:00.000","245998.66666666666","9"
"2016-12-25 00:00:00.000","459885.3333333333","205"
"2016-12-18 00:00:00.000","36.0","198"
"2013-06-26 00:00:00.000","1685670.076923077","173"
"2011-07-05 00:00:00.000","110611.0","6"
"2017-12-17 00:00:00.000",,"70"
"2016-10-23 00:00:00.000","78477.5","77"
"2013-10-31 00:00:00.000","763189.3333333334","3"
"2015-12-26 00:00:00.000",,"1"
"2013-09-05 00:00:00.000","1024750.0","13"
"2014-11-13 00:00:00.000","669808.6666666666","3"
"2017-04-25 00:00:00.000","303170.4","732"
"2017-04-24 00:00:00.000","1691.7272727272727","1018"
"2017-05-01 00:00:00.000","291717.75","344"
"2016-05-01 00:00:00.000","142408.5661268556","2230"
"2017-04-18 00:00:00.000","337324.125","279"
"2015-05-03 00:00:00.000","661513.6040268457","296"
"2015-06-29 00:00:00.000","949894.0","33"
"2016-04-18 00:00:00.000","135129.52380952382","39"
"2013-05-04 00:00:00.000","2052617.027027027","69"
"2016-02-15 00:00:00.000","283172.5076923077","114"
"2018-02-14 00:00:00.000","29594.666666666668","40"
"2013-05-10 00:00:00.000","1557324.2857142857","7"
"2017-02-21 00:00:00.000","51964.0","3"
"2018-04-17 00:00:00.000",,"18"
"2015-07-06 00:00:00.000","213923.0","9"
"2017-02-20 00:00:00.000","60323.1","20"
"2016-08-26 00:00:00.000","227506.38461538462","91"
"2013-06-27 00:00:00.000","1590795.6666666667","50"
"2017-01-06 00:00:00.000","217554.9024390244","67"
"2013-08-09 00:00:00.000","1587319.3333333333","66"
"2013-08-23 00:00:00.000","411611.6666666667","3"
"2015-08-08 00:00:00.000","571227.3333333334","3"
"2016-10-16 00:00:00.000","32956.5","9"
"2017-12-24 00:00:00.000",,"2"
"2016-09-08 00:00:00.000","388876.36477115116","1547"
"2017-01-26 00:00:00.000","298491.87096774194","212"
"2017-01-19 00:00:00.000","139533.4705882353","160"
"2017-01-25 00:00:00.000","58623.13333333333","95"
"2016-09-21 00:00:00.000","314902.94074074074","488"
"2017-09-15 00:00:00.000","858172.0","739"
"2017-11-16 00:00:00.000","121846.2","852"
"2016-09-01 00:00:00.000","188550.4705882353","26"
"2015-09-02 00:00:00.000","3896.0","2"
"2016-09-14 00:00:00.000","168498.0","6"
"2017-09-08 00:00:00.000","315993.0","58"
"2017-08-25 00:00:00.000",,"19"
"2012-11-19 00:00:00.000","2102399.0","1"
"2014-09-10 00:00:00.000","44937.0","1"
"2019-01-05 00:00:00.000",,"2"
"2016-11-23 00:00:00.000","206581.54","139"
"2017-09-07 00:00:00.000",,"43"
"2016-11-17 00:00:00.000","219863.76470588235","486"
"2017-11-30 00:00:00.000",,"146"
"2017-01-12 00:00:00.000","404944.75","213"
"2018-01-05 00:00:00.000",,"5"
"2013-06-25 00:00:00.000","1820113.8125","31"
"2018-11-22 00:00:00.000",,"13"
"2015-12-02 00:00:00.000","604047.0","27"
"2013-07-02 00:00:00.000",,"3"
"2016-03-31 00:00:00.000","312593.42961608776","971"
"2016-04-07 00:00:00.000","633674.673716012","1195"
"2017-04-06 00:00:00.000","193641.7913669065","1860"
"2016-06-02 00:00:00.000","229943.97303370785","1172"
"2017-04-12 00:00:00.000","161446.11111111112","122"
"2017-03-31 00:00:00.000","67160.47826086957","1439"
"2017-06-15 00:00:00.000","403189.0","160"
"2016-02-09 00:00:00.000","190988.68085106384","64"
"2017-04-13 00:00:00.000","217367.44897959183","175"
"2016-04-12 00:00:00.000","155616.57142857142","114"
"2016-06-15 00:00:00.000","351457.5470588235","275"
"2015-04-28 00:00:00.000","946258.7941176471","80"
"2018-06-07 00:00:00.000",,"42"
"2018-05-25 00:00:00.000",,"11"
"2016-03-24 00:00:00.000","203966.5","17"
"2014-04-14 00:00:00.000","971688.1666666666","9"
"2015-06-30 00:00:00.000",,"4"
"2018-04-19 00:00:00.000",,"1"
"2017-03-23 00:00:00.000","368724.0","3"
"2016-09-25 00:00:00.000","350512.8333333333","488"
"2016-11-28 00:00:00.000","284805.0483870968","344"
"2018-12-04 00:00:00.000",,"53"
"2016-09-19 00:00:00.000","158390.93333333332","65"
"2017-09-11 00:00:00.000","304479.44444444444","43"
"2011-07-08 00:00:00.000","107027.66666666667","3"
"2017-09-12 00:00:00.000","96247.0","11"
"2017-11-21 00:00:00.000",,"1"
"2017-10-31 00:00:00.000",,"3"
"2018-11-14 00:00:00.000",,"3"
"2017-12-11 00:00:00.000",,"121"
"2017-11-27 00:00:00.000","36289.63636363636","425"
"2017-12-04 00:00:00.000","248984.58333333334","669"
"2016-09-18 00:00:00.000","128517.025","125"
"2016-12-04 00:00:00.000","336026.8","174"
"2016-11-07 00:00:00.000","430002.21428571426","122"
"2017-01-23 00:00:00.000","257268.51612903227","115"
"2018-09-18 00:00:00.000",,"6"
"2018-02-12 00:00:00.000","5.0","56"
"2017-09-19 00:00:00.000",,"1"
"2014-11-16 00:00:00.000","780696.0","1"
"2016-06-24 00:00:00.000","668653.664893617","659"
"2015-06-18 00:00:00.000",,"45"
"2016-04-27 00:00:00.000","242170.4193548387","158"
"2017-04-21 00:00:00.000","177839.97435897434","243"
"2016-02-17 00:00:00.000","356626.75","36"
"2016-06-30 00:00:00.000","105853.61538461539","62"
"2016-04-15 00:00:00.000","201139.51351351352","127"
"2018-04-13 00:00:00.000","194995.0","31"
"2018-06-29 00:00:00.000",,"23"
"2017-02-17 00:00:00.000","195620.0","5"
"2016-07-07 00:00:00.000","202380.08333333334","147"
"2016-07-06 00:00:00.000","382391.97744360904","186"
"2015-05-05 00:00:00.000","916341.1496598639","239"
"2016-02-24 00:00:00.000","289368.8621908127","338"
"2017-02-23 00:00:00.000","232793.75","106"
"2017-04-27 00:00:00.000","313445.0714285714","288"
"2016-06-29 00:00:00.000","273490.3611111111","141"
"2017-02-16 00:00:00.000",,"56"
"2018-04-27 00:00:00.000","55019.0","20"
"2015-04-15 00:00:00.000","601218.5","2"
"2018-04-14 00:00:00.000",,"6"
"2018-02-16 00:00:00.000",,"1"
"2017-02-03 00:00:00.000","20051.0","4"
