"_col0","lifespan_minutes","changesets","objects"
"2018-09-10 00:00:00.000",,"1","5"
"2017-11-12 00:00:00.000",,"2","7"
"2017-08-22 00:00:00.000","410592.0","8","49"
"2016-09-11 00:00:00.000","356738.865","16","864"
"2017-01-15 00:00:00.000","201987.54166666666","16","440"
"2016-09-10 00:00:00.000","316264.5","1","3"
"2018-10-30 00:00:00.000",,"2","3"
"2015-10-25 00:00:00.000","963510.0","1","5"
"2018-08-27 00:00:00.000","1.0","1","1"
"2018-11-05 00:00:00.000",,"1","4"
"2013-11-28 00:00:00.000","2.0","1","1"
"2016-04-05 00:00:00.000","250980.24921630093","25","1143"
"2017-04-05 00:00:00.000","366151.01851851854","56","592"
"2016-05-24 00:00:00.000","246824.65295169948","52","2653"
"2018-03-15 00:00:00.000","30636.0","3","7"
"2016-06-07 00:00:00.000","317573.209439528","53","2180"
"2015-06-01 00:00:00.000","959640.9024390244","14","453"
"2016-03-16 00:00:00.000","145147.0","31","38"
"2018-05-30 00:00:00.000",,"3","26"
"2015-03-18 00:00:00.000","656393.0","1","1"
"2015-06-02 00:00:00.000",,"1","2"
"2018-03-29 00:00:00.000",,"1","3"
"2017-03-28 00:00:00.000",,"1","2"
"2017-03-29 00:00:00.000","135245.2027027027","49","633"
"2015-05-19 00:00:00.000","982565.3184079602","24","1118"
"2018-06-06 00:00:00.000",,"4","27"
"2016-05-11 00:00:00.000","307985.0788321168","38","1469"
"2018-03-08 00:00:00.000","36074.0","5","7"
"2013-02-03 00:00:00.000","1191615.0","9","17"
"2015-05-26 00:00:00.000","998511.5060728745","7","741"
"2017-03-09 00:00:00.000","61042.5","2","3"
"2018-04-04 00:00:00.000","172886.0","2","6"
"2015-06-08 00:00:00.000",,"1","3"
"2016-06-06 00:00:00.000","346270.5794392523","68","2218"
"2016-06-01 00:00:00.000","368818.00279589935","80","2423"
"2016-05-18 00:00:00.000","299152.8937875751","49","2672"
"2018-05-24 00:00:00.000",,"2","32"
"2017-03-22 00:00:00.000",,"4","5"
"2016-05-25 00:00:00.000","366517.3398184176","29","1713"
"2018-03-28 00:00:00.000",,"3","3"
"2018-06-13 00:00:00.000",,"3","50"
"2016-03-29 00:00:00.000","315766.0","1","1"
"2018-08-09 00:00:00.000","102286.0","2","11"
"2019-05-10 00:00:00.000",,"1","1"
"2017-03-15 00:00:00.000","44403.275862068964","2","90"
"2017-07-26 00:00:00.000",,"1","11"
"2018-05-17 00:00:00.000","26660.0","1","100"
"2016-05-12 00:00:00.000","214180.45579793342","46","1810"
"2017-05-05 00:00:00.000","162043.7435897436","57","343"
"2015-04-30 00:00:00.000","929422.7083333334","12","387"
"2017-03-03 00:00:00.000","379421.0652173913","12","293"
"2018-02-24 00:00:00.000",,"1","1"
"2015-05-01 00:00:00.000","776798.4615384615","11","44"
"2016-07-21 00:00:00.000","420782.17142857146","8","63"
"2016-07-15 00:00:00.000","391503.0","1","15"
"2015-05-21 00:00:00.000","619909.5","20","106"
"2015-05-14 00:00:00.000","494928.1034482759","115","2035"
"2016-02-19 00:00:00.000","438425.1818181818","10","393"
"2016-03-04 00:00:00.000","64780.4","5","5"
"2018-04-22 00:00:00.000","2.0","8","25"
"2017-03-17 00:00:00.000","56360.357142857145","4","495"
"2017-07-21 00:00:00.000",,"1","1"
"2016-03-17 00:00:00.000","5635.5","2","2"
"2014-04-24 00:00:00.000","1181223.3333333333","1","3"
"2018-02-25 00:00:00.000",,"1","1"
"2014-05-21 00:00:00.000","1307432.0","1","1"
"2017-04-29 00:00:00.000",,"1","2"
"2016-09-25 00:00:00.000","350512.8333333333","29","488"
"2016-09-19 00:00:00.000","158390.93333333332","10","65"
"2017-09-12 00:00:00.000","96247.0","7","11"
"2017-09-11 00:00:00.000","304479.44444444444","9","43"
"2016-11-28 00:00:00.000","284805.0483870968","26","344"
"2017-11-21 00:00:00.000",,"1","1"
"2018-11-14 00:00:00.000",,"1","3"
"2018-12-04 00:00:00.000",,"3","53"
"2011-07-08 00:00:00.000","107027.66666666667","2","3"
"2017-10-31 00:00:00.000",,"1","3"
"2017-12-04 00:00:00.000","248984.58333333334","178","669"
"2016-11-07 00:00:00.000","430002.21428571426","19","122"
"2017-11-27 00:00:00.000","36289.63636363636","126","425"
"2016-09-18 00:00:00.000","128517.025","12","125"
"2016-12-04 00:00:00.000","336026.8","22","174"
"2018-02-12 00:00:00.000","5.0","6","56"
"2017-01-23 00:00:00.000","257268.51612903227","9","115"
"2014-11-16 00:00:00.000","780696.0","1","1"
"2017-12-11 00:00:00.000",,"4","121"
"2018-09-18 00:00:00.000",,"2","6"
"2017-09-19 00:00:00.000",,"1","1"
"2017-06-02 00:00:00.000",,"14","263"
"2016-04-01 00:00:00.000","258967.71755725192","226","1660"
"2015-05-22 00:00:00.000","142456.1794871795","25","289"
"2018-05-13 00:00:00.000",,"1","1"
"2018-03-05 00:00:00.000","40157.0","5","5"
"2015-06-11 00:00:00.000","976748.8653846154","1","52"
"2017-02-26 00:00:00.000","102892.0","9","168"
"2019-06-02 00:00:00.000","3.0","3","8"
"2015-05-08 00:00:00.000","477856.0","1","2"
"2017-03-24 00:00:00.000","56385.0","1","8"
"2016-11-10 00:00:00.000","212846.58823529413","11","62"
"2016-09-02 00:00:00.000","84811.1","5","69"
"2017-11-17 00:00:00.000","115680.4","56","277"
"2016-11-03 00:00:00.000","545720.6666666666","6","49"
"2016-11-24 00:00:00.000","303664.0","7","7"
"2018-11-09 00:00:00.000",,"1","2"
"2014-09-09 00:00:00.000","904536.0","2","2"
"2017-09-14 00:00:00.000","247998.0","5","18"
"2017-09-07 00:00:00.000",,"11","43"
"2015-12-02 00:00:00.000","604047.0","2","27"
"2016-11-17 00:00:00.000","219863.76470588235","19","486"
"2016-11-23 00:00:00.000","206581.54","10","139"
"2017-01-12 00:00:00.000","404944.75","8","213"
"2018-11-22 00:00:00.000",,"2","13"
"2017-11-30 00:00:00.000",,"23","146"
"2013-06-25 00:00:00.000","1820113.8125","2","31"
"2018-01-05 00:00:00.000",,"2","5"
"2013-07-02 00:00:00.000",,"1","3"
"2015-05-16 00:00:00.000","789400.0917431193","24","293"
"2016-06-27 00:00:00.000","410687.8620689655","31","317"
"2018-03-06 00:00:00.000","41722.5","13","21"
"2016-05-02 00:00:00.000","258388.44256756757","34","1579"
"2015-04-26 00:00:00.000","554760.3361344538","26","165"
"2016-02-22 00:00:00.000","263935.76666666666","3","77"
"2017-05-08 00:00:00.000","1123.0","10","65"
"2016-02-28 00:00:00.000","149747.0","5","129"
"2016-07-11 00:00:00.000","454361.5","10","94"
"2018-07-17 00:00:00.000",,"1","1"
"2019-04-17 00:00:00.000",,"1","4"
"2013-04-27 00:00:00.000",,"1","1"
"2016-05-01 00:00:00.000","142408.5661268556","44","2230"
"2017-04-25 00:00:00.000","303170.4","36","732"
"2017-02-20 00:00:00.000","60323.1","18","20"
"2017-04-18 00:00:00.000","337324.125","43","279"
"2017-05-01 00:00:00.000","291717.75","54","344"
"2018-02-14 00:00:00.000","29594.666666666668","7","40"
"2015-05-03 00:00:00.000","661513.6040268457","30","296"
"2017-04-24 00:00:00.000","1691.7272727272727","45","1018"
"2015-07-06 00:00:00.000","213923.0","3","9"
"2016-04-18 00:00:00.000","135129.52380952382","6","39"
"2017-02-21 00:00:00.000","51964.0","3","3"
"2016-02-15 00:00:00.000","283172.5076923077","4","114"
"2015-06-29 00:00:00.000","949894.0","8","33"
"2013-05-10 00:00:00.000","1557324.2857142857","1","7"
"2018-04-17 00:00:00.000",,"6","18"
"2013-05-04 00:00:00.000","2052617.027027027","1","69"
"2014-11-15 00:00:00.000","646022.5","4","4"
"2016-08-29 00:00:00.000","294744.5","4","29"
"2016-11-20 00:00:00.000","173770.5737704918","17","216"
"2017-11-26 00:00:00.000","134633.85714285713","40","224"
"2013-09-06 00:00:00.000","1393458.2","5","5"
"2015-08-16 00:00:00.000","466752.36842105264","3","19"
"2016-08-21 00:00:00.000","169703.22222222222","9","39"
"2016-11-13 00:00:00.000",,"2","12"
"2011-07-06 00:00:00.000","107947.29824561403","6","57"
"2016-01-03 00:00:00.000","832528.5","1","2"
"2017-08-14 00:00:00.000",,"1","1"
"2018-01-08 00:00:00.000",,"1","3"
"2016-08-28 00:00:00.000","193080.625","6","26"
"2017-11-19 00:00:00.000","193066.88571428572","150","1245"
"2016-11-06 00:00:00.000","216451.8125","13","150"
"2015-11-20 00:00:00.000","518910.78571428574","15","15"
"2017-01-09 00:00:00.000","643953.2307692308","6","33"
"2015-09-05 00:00:00.000","481856.1707317073","4","97"
"2016-01-10 00:00:00.000","351447.8181818182","4","114"
"2017-01-22 00:00:00.000","276643.5714285714","5","145"
"2017-09-17 00:00:00.000",,"5","320"
"2017-09-04 00:00:00.000","92239.0","1","1"
"2017-01-08 00:00:00.000",,"1","1"
"2016-09-04 00:00:00.000","317751.3461538461","1","26"
"2018-09-17 00:00:00.000",,"1","1"
"2013-06-28 00:00:00.000","1932568.8333333333","1","12"
"2017-04-17 00:00:00.000","195824.52272727274","63","609"
"2017-04-16 00:00:00.000","191096.75757575757","45","327"
"2016-02-07 00:00:00.000","290227.4240506329","5","187"
"2019-04-16 00:00:00.000","4.0","1","2"
"2018-04-23 00:00:00.000",,"2","12"
"2016-04-23 00:00:00.000","93300.0","1","1"
"2018-08-14 00:00:00.000",,"2","31"
"2015-06-20 00:00:00.000","948225.0","1","1"
"2016-06-25 00:00:00.000","852011.6231884058","14","270"
"2015-04-25 00:00:00.000","979586.5963302752","4","178"
"2017-02-12 00:00:00.000",,"3","26"
"2015-05-02 00:00:00.000","970415.013986014","6","399"
"2017-02-05 00:00:00.000","180232.0","4","75"
"2016-02-14 00:00:00.000","248478.375","1","8"
"2017-02-13 00:00:00.000","697142.0","3","26"
"2016-01-31 00:00:00.000","114003.0","1","2"
"2018-06-19 00:00:00.000",,"1","3"
"2016-04-24 00:00:00.000","130179.05","2","41"
"2016-04-04 00:00:00.000","367918.0792951542","21","807"
"2018-06-11 00:00:00.000","222555.5","13","91"
"2017-04-04 00:00:00.000","170990.0285714286","84","1156"
"2016-06-19 00:00:00.000","340453.5974025974","40","469"
"2016-04-17 00:00:00.000","250335.27272727274","9","561"
"2016-04-10 00:00:00.000","152618.77464788733","10","84"
"2017-06-26 00:00:00.000","499776.0","2","2"
"2018-08-07 00:00:00.000",,"2","2"
"2018-05-29 00:00:00.000","8416.0","1","5"
"2013-02-08 00:00:00.000","1658787.0","1","1"
"2017-06-25 00:00:00.000",,"2","8"
"2013-02-02 00:00:00.000","1360275.0","1","2"
"2016-06-20 00:00:00.000","385428.66346153844","26","289"
"2017-05-02 00:00:00.000","534911.3461538461","30","201"
"2016-05-09 00:00:00.000","251183.49456521738","32","632"
"2016-05-08 00:00:00.000","491081.5","21","44"
"2017-04-11 00:00:00.000","265444.1538461539","25","455"
"2018-04-18 00:00:00.000",,"4","19"
"2017-07-03 00:00:00.000","248814.5","9","60"
"2016-07-10 00:00:00.000","609840.7142857143","10","79"
"2016-07-04 00:00:00.000","193274.0","4","4"
"2015-05-09 00:00:00.000","912878.5451263537","15","467"
"2016-04-25 00:00:00.000","151565.4705882353","3","65"
"2016-02-29 00:00:00.000","158379.22727272726","4","70"
"2015-05-10 00:00:00.000","870317.6666666666","1","3"
"2016-05-15 00:00:00.000","307524.48148148146","14","226"
"2016-02-16 00:00:00.000","499194.96428571426","1","50"
"2017-06-13 00:00:00.000","552624.75","3","33"
"2018-05-08 00:00:00.000",,"1","1"
"2017-07-10 00:00:00.000","482716.0","1","2"
"2015-04-27 00:00:00.000","372133.5396825397","63","121"
"2017-01-31 00:00:00.000","119242.66666666667","7","49"
"2018-05-01 00:00:00.000","138048.25","5","39"
"2018-04-25 00:00:00.000","39547.5","10","65"
"2017-02-14 00:00:00.000","306784.5714285714","10","181"
"2017-02-27 00:00:00.000","644158.0","3","45"
"2017-06-20 00:00:00.000","243832.33333333334","3","8"
"2018-02-27 00:00:00.000",,"2","4"
"2017-03-06 00:00:00.000",,"1","3"
"2012-12-29 00:00:00.000","3623.0","1","1"
